audio_path,face_path,identity,facenet_feats_path,label,ecappa_feats_path,wavlmsv_feats_path
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000300.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000325.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000350.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000375.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000400.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000425.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000450.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000475.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000500.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000525.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000550.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000575.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000600.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000625.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000650.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000675.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000700.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000725.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000750.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000775.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000800.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000825.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000850.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000875.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000900.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000925.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000950.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000000975.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001000.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001025.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001050.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001075.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001100.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001125.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001150.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001175.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001200.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001225.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001250.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001275.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001300.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001325.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001350.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001375.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001400.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001425.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001450.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001475.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001500.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001525.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001550.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001575.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001600.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001625.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001650.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001675.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001700.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001725.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001750.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001775.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001800.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001825.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001850.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001875.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001900.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001925.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001950.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000001975.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000002000.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000002025.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000002050.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000002075.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000002100.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000002125.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000002150.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000002175.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000002200.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000002225.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000002250.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/h_vamljclHE_00000/000002275.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/h_vamljclHE_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000000.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000025.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000050.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000075.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000100.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000125.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000150.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000175.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000200.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000225.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000250.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000275.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000300.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000325.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000350.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000375.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000400.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000425.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000450.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000475.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000500.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000525.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000550.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000575.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000600.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000625.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000650.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000675.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000700.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000725.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000750.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000775.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000800.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000825.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
,,id0001,./facenetfeats_original_extracted/v3/faces/id0001/English/j9laBEe_a9k_00000/000000850.npy,0,./ecappafeats_original_extracted/v3/voices/id0001/English/j9laBEe_a9k_00000/00000.npy,
